G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,I1,I2,I3,I5,I6,I7,I8,I9,I10,I13,I14,I15,I16,I17,I18,I19,I21,I22,I24,I25,I26,I27,I28,I29,I30,I31,I33,B2,B3,B4,B6,B7,B9,B11,B12,B13,B15,B16,B17,B19,B22,B23,B24,B28,B29,B30,B31,B32,B33,B34,B35,quiz1,quiz2,S1T1_1,S1T1_2,S1T1_3,S1T2_1,S1T2_2,S1T2_3,S1T3_1,S1T3_2,S1T3_3,S1T4_1,S1T4_2,S1T4_3,S1T5_1,S1T5_2,S1T5_3,S2T1_1,S2T1_2,S2T1_3,S2T2_1,S2T2_2,S2T2_3,S2T3_1,S2T3_2,S2T3_3,S2T4_1,S2T4_2,S2T4_3,S2T5_1,S2T5_2,S2T5_3,S3T1_1,S3T1_2,S3T1_3,S3T2_1,S3T2_2,S3T2_3,S3T3_1,S3T3_2,S3T3_3,S3T4_1,S3T4_2,S3T4_3,S3T5_1,S3T5_2,S3T5_3,S4T1_1,S4T1_2,S4T1_3,S4T2_1,S4T2_2,S4T2_3,S4T3_1,S4T3_2,S4T3_3,S4T4_1,S4T4_2,S4T4_3,S4T5_1,S4T5_2,S4T5_3,GF1,GF2,GF3,GF4,GF5,GF6,GF7,GF8,GF9,GF10,GF11,GF12,GF13,GF14,GF15,GF16,GF17,GF18,GF19,GF20,GF21,GF22,GF23,GF24,GF25,GF26,GF27,GF28,GF29,GF30,GF31,GF32,GF33,GF34,GF35,GF36,GF37,GF38,GF39,GF40,GF41,GF42,GF43,GF44,GF45,GF46,GF47,GF48,GF49,GF50,GF51,GF52,GF53,GF54,GF55,GF56,GF57,GF58,GF59,GF60,Age,Gender,Ethnicity,Ethnicity_6_TEXT,end_open,Best_effort_2,Feedback,PROLIFIC_PID,Quiz
5,5,5,3,2,3,4,1,2,2,3,2,2,2,2,1,3,3,5,1,1,3,2,2,3,3,4,3,2,3,4,4,2,2,2,3,3,2,2,2,3,3,2,2,3,4,2,3,2,2,3,1,3,2,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,3,3,1,3,3,2,3,3,3,3,1,2,1,1,1,4,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,"1,3,4",3,1,2,2,1,3,2,3,1,1,3,2,2,3,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,2,2,3,1,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,3,2,1,1,2,3,3,2,1,2,1,3,2,1,3,1,3,2,1,3,2,2,1,3,1,2,3,3,1,2,1,3,2,1,2,3,3,2,1,1,3,2,2,1,3,3,1,2,1,3,2,3,1,2,3,2,1,1,3,2,1,3,2,2,1,3,2,1,3,3,1,2,62,Female,1,,"To show how I would manage directing someone in the workplace to carry out a required task. Also, to discover my attitude to others, how I think they may view me, and my general perception of my ability, as well as  feelings about my roles in life.",1,,56b8ad1be1d0a2000c154093,
5,4,2,4,4,1,4,1,1,2,4,1,2,2,1,4,3,2,2,2,1,2,1,1,5,2,1,3,2,2,4,2,1,2,4,1,4,2,1,2,2,1,1,4,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,4,4,4,3,5,4,3,4,2,4,5,4,5,4,5,4,1,1,1,1,3,4,1,2,4,1,1,3,4,1,2,1,1,1,1,2,1,3,1,1,3,1,1,"1,3,4",2,1,3,3,2,1,2,3,1,1,3,2,2,3,1,2,1,3,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,2,1,3,1,3,2,2,1,3,2,3,1,1,2,3,1,3,2,1,3,2,3,1,2,2,1,3,2,1,3,1,2,3,1,2,3,3,1,2,1,2,3,2,1,3,3,2,1,1,2,3,1,2,3,2,1,3,1,3,2,2,1,3,1,2,3,1,2,3,2,1,3,1,2,3,1,3,2,2,3,1,1,2,3,1,3,2,61,Male,1,,Rate myself on how tactics that I use to influence people and then rank a series of options from most likely to least likely to use.,1,,5f0446dd71b11967ef18582b,
5,5,5,4,3,2,2,1,4,4,4,2,2,5,3,1,2,4,5,2,2,2,1,5,1,4,4,1,1,5,5,4,4,2,3,5,3,1,5,2,4,2,1,4,4,4,3,1,3,2,4,1,5,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,2,4,5,4,4,5,5,5,2,1,1,3,3,5,4,4,4,3,4,4,5,2,2,4,1,1,1,4,1,5,4,1,5,1,1,"1,3,4",2,1,3,2,1,3,2,3,1,1,3,2,2,3,1,3,1,2,1,3,2,3,2,1,3,2,1,3,1,2,1,2,3,2,1,3,1,3,2,1,2,3,1,3,2,1,2,3,3,2,1,1,2,3,3,2,1,2,1,3,2,3,1,2,1,3,1,3,2,2,1,3,3,1,2,3,2,1,1,3,2,2,3,1,3,1,2,2,3,1,1,2,3,3,2,1,2,3,1,2,1,3,3,2,1,1,2,3,2,3,1,2,1,3,3,2,1,1,2,3,58,Female,1,,"Had to indicate preferred influence tactics, and had to rank personality traits I believe belong to me",1,Interesting study!,5dae162804bd9b0016966f8c,
5,3,4,4,4,4,4,3,3,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,4,5,4,4,2,4,3,3,4,4,4,4,4,3,4,1,2,2,2,3,1,2,3,2,4,4,4,5,5,5,4,5,3,5,5,5,5,5,5,5,2,4,2,3,5,5,3,3,5,3,2,4,5,2,5,2,1,2,2,3,2,2,3,1,5,4,1,"1,2,4",2,3,1,1,2,3,1,3,2,3,2,1,1,3,2,1,2,3,1,2,3,1,3,2,3,1,2,1,3,2,1,2,3,3,1,2,2,1,3,2,3,1,1,3,2,2,1,3,1,2,3,2,3,1,2,1,3,2,3,1,1,3,2,2,1,3,2,3,1,1,3,2,3,1,2,1,3,2,2,3,1,2,3,1,1,3,2,2,3,1,2,3,1,1,3,2,1,3,2,2,3,1,2,3,1,1,3,2,1,3,2,3,1,2,1,3,2,2,3,1,25,Female,3,,"This study is about how to get someone (A) to do something to me (B) by influencing tactics. It is also about ranking among those tactics that I could use in the real situation, and how I rank myself in some personalities towards the topic.",1,The survey eventhough is quite long but simple questions & simple choices to read,65dd9124aef7f9381901f51a,0
4,5,4,4,5,3,4,2,4,3,3,2,3,2,3,3,5,2,2,1,4,3,2,4,4,2,3,2,2,3,2,4,5,2,5,2,3,1,1,1,3,3,2,3,1,2,2,3,3,2,3,1,2,1,1,5,1,1,3,1,1,4,1,4,1,1,5,1,1,5,5,5,4,5,5,4,4,4,5,5,4,5,5,5,5,2,4,1,1,4,5,1,1,5,3,1,4,5,2,2,2,1,1,1,4,3,5,2,1,5,1,1,4,3,1,2,3,1,2,2,3,1,2,3,1,1,3,2,1,2,3,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,1,2,3,1,2,3,2,3,1,1,2,3,1,3,2,1,3,2,3,1,2,3,1,2,1,3,2,1,2,3,2,3,1,2,1,3,2,3,1,2,1,3,2,3,1,3,2,1,1,3,2,2,1,3,3,2,1,3,1,2,1,2,3,3,2,1,3,1,2,1,3,2,1,3,2,2,1,3,3,1,2,2,1,3,31,Male,1,,"I had to rank multiple choices from 1,2,3. 1 being the one i would most use to get someone to do something or could identify my self as and 3 being the less used method of getting someone to do something or related to me.",1,I feel like for the rankings part about my self it should have a doesn't apply to me section as some of things i had to rank were nothing like me.,66bd965f325bbf93d1a10c9b,
2,5,5,3,5,5,2,4,5,4,5,5,4,5,5,5,4,5,5,5,5,3,4,5,2,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,3,5,5,4,5,4,4,4,2,4,2,4,5,4,4,5,4,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,2,2,4,2,4,4,3,4,3,2,2,4,4,2,2,1,1,4,2,2,2,4,2,2,4,2,2,"1,3,4",1,2,3,3,2,1,2,3,1,3,1,2,2,3,1,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,1,2,3,2,1,3,1,3,2,1,2,3,2,3,1,1,2,3,3,1,2,2,3,1,3,1,2,3,2,1,2,3,1,3,2,1,3,2,1,3,1,2,3,1,2,3,2,1,1,3,2,3,1,2,2,1,3,2,3,1,3,1,2,2,3,1,2,1,3,2,1,3,2,3,1,2,1,3,2,1,3,3,1,2,3,2,1,3,2,1,36,female,1,,"the use of different tactics and which ones you'd feel comfortable using on other people. Also, questions about myself which I guess which would relate to the tactics I've chosen,",1,"Good survey. Was very interesting, as I was unaware of my feelings towards tactics. ",66b4cf2880e207902fe6302b,0
3,4,3,4,4,3,4,3,3,4,3,3,2,3,2,1,3,2,2,2,3,3,2,3,2,2,2,3,2,2,2,2,3,4,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3,1,2,1,2,2,3,3,4,4,3,4,4,4,3,4,2,4,4,4,4,4,4,4,2,3,2,2,3,4,2,3,4,2,2,2,4,3,2,3,1,3,2,3,2,4,3,2,4,2,1,"1,4",2,1,3,3,1,2,1,3,2,1,3,2,1,3,2,3,2,1,3,1,2,2,3,1,3,2,1,3,1,2,3,1,2,1,2,3,1,3,2,1,2,3,1,3,2,1,2,3,3,1,2,1,2,3,3,1,2,2,1,3,2,1,3,2,1,3,1,3,2,3,2,1,3,2,1,3,1,2,2,3,1,2,3,1,2,3,1,1,2,3,2,3,1,1,2,3,1,3,2,3,2,1,1,3,2,2,3,1,1,2,3,2,3,1,1,3,2,2,1,3,57,Female ,1,,Looking at my personality traits ,1,No thank you ,5b9bf9437027930001c6153a,
5,1,4,4,3,2,5,1,1,3,3,2,4,2,1,1,4,2,1,2,2,2,2,1,3,1,1,2,3,1,2,1,1,1,3,1,2,1,1,2,2,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,4,3,2,1,1,3,1,3,4,3,3,4,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1,3,4",3,1,2,3,2,1,2,3,1,2,3,1,1,3,2,3,2,1,2,3,1,2,3,1,3,2,1,3,1,2,3,2,1,1,2,3,1,2,3,2,1,3,1,3,2,1,2,3,1,3,2,2,3,1,3,2,1,2,1,3,1,3,2,1,2,3,1,3,2,2,1,3,1,2,3,3,1,2,3,2,1,1,2,3,1,2,3,1,2,3,2,3,1,3,1,2,1,3,2,2,1,3,2,1,3,1,2,3,1,3,2,1,3,2,2,1,3,2,3,1,56,Female ,1,,Say how I would try to influence a colleague. Rank different methods of how I would do this. Rank different ways of perceiving myself. ,1,,5e58eb74b22c130ee6e6c8c0,
5,4,4,5,2,1,4,1,2,3,5,2,2,4,3,3,5,1,2,4,1,2,1,1,5,5,1,3,1,1,5,1,4,1,4,1,4,3,1,2,2,3,1,4,1,4,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,4,4,4,4,2,2,4,5,4,4,4,4,5,1,1,1,1,2,4,1,4,4,1,1,4,4,1,2,1,1,1,1,2,1,1,1,1,2,3,1,"1,3,4",1,3,2,2,1,3,3,2,1,2,3,1,2,1,3,3,1,2,3,2,1,3,2,1,2,3,1,3,1,2,3,2,1,1,3,2,2,3,1,1,2,3,3,1,2,1,3,2,1,3,2,1,2,3,1,2,3,3,1,2,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,3,1,2,2,1,3,3,2,1,2,1,3,1,3,2,1,3,2,3,1,2,1,2,3,3,2,1,2,1,3,1,3,2,1,3,2,3,1,2,3,2,1,2,1,3,33,Male,2,,To rank different personality traits by how close they relate to myself and also to rank what choices I would use to influence another person to do what I want them to. ,1,,5f15a3a5545a2058865b1901,
4,5,5,4,3,3,2,4,2,3,3,4,3,4,4,4,3,3,4,3,4,2,4,4,3,4,2,2,2,4,4,4,4,3,4,3,4,2,4,2,3,2,3,3,4,4,3,2,3,3,4,1,5,4,2,3,3,2,3,3,2,3,1,1,1,1,1,1,1,2,3,2,4,4,2,2,2,1,4,5,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,4,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,"1,2,3,4",2,3,1,1,3,2,3,2,1,3,2,1,2,3,1,3,2,1,1,3,2,2,3,1,3,2,1,3,2,1,3,2,1,2,3,1,3,2,1,1,2,3,1,3,2,1,3,2,2,3,1,1,3,2,3,1,2,2,1,3,2,1,3,1,2,3,3,2,1,3,1,2,3,1,2,2,3,1,1,3,2,3,1,2,2,1,3,3,2,1,2,1,3,3,1,2,2,3,1,3,1,2,2,3,1,1,2,3,3,2,1,3,1,2,3,2,1,2,3,1,27,Male,6,British ,I had to looked at personality traits and rank them based on how I thought they were related to me. ,1,No feedback. The survey was good. ,64d83e937e732bcdcc58c855,0
3,4,4,4,5,4,3,4,4,2,3,4,2,4,4,2,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,3,2,4,4,2,3,4,2,4,3,2,3,1,4,4,2,3,4,3,3,2,2,1,1,2,3,1,1,4,1,1,4,1,5,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,1,1,1,1,5,5,1,4,4,1,2,5,5,1,4,1,1,3,1,5,1,3,2,1,4,4,1,"1,3,4",2,1,3,3,1,2,2,3,1,1,3,2,1,3,2,3,1,2,3,1,2,3,2,1,3,2,1,3,1,2,2,1,3,1,3,2,2,3,1,2,1,3,3,2,1,1,2,3,2,3,1,1,3,2,1,2,3,1,3,2,3,2,1,3,1,2,3,2,1,3,1,2,3,2,1,3,1,2,1,3,2,3,2,1,2,1,3,2,3,1,3,1,2,3,2,1,3,2,1,2,1,3,1,3,2,1,3,2,2,3,1,2,1,3,3,1,2,3,1,2,24,Male,3,,I was asked to answer this survey which is divided in two parts. the first part I answered questions related to my personality and traits and in the second part I had to rank these personalities and traits ,1,No feedback to give,63d7ac4c9acdaa357a0ae2d3,
4,2,4,4,3,2,5,1,2,2,2,2,2,1,1,1,4,2,2,2,2,2,2,3,4,2,2,3,2,2,2,2,4,2,4,2,2,2,2,2,4,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,4,4,3,2,4,4,4,4,3,4,4,4,4,4,4,4,1,1,1,1,2,5,1,2,5,1,1,2,3,1,1,1,1,1,1,1,1,4,1,1,4,2,1,"1,3,4",2,1,3,3,2,1,2,3,1,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,3,2,1,1,3,2,1,2,3,1,2,3,2,3,1,2,1,3,3,2,1,3,2,1,3,1,2,3,1,2,1,3,2,1,3,2,1,3,2,2,3,1,2,3,1,3,1,2,3,2,1,3,2,1,1,3,2,2,1,3,3,2,1,2,1,3,1,3,2,3,2,1,2,1,3,2,3,1,1,3,2,3,2,1,2,1,3,2,3,1,63,female,1,,rate personal characteristics and traits of someone who is trying to get someone else to do what they want.,1,i loved the setup and flow of the study.,65b85222a3269ee45054aed5,
2,4,5,5,5,5,4,5,5,5,4,4,4,2,5,2,3,2,2,2,5,5,3,5,5,5,4,4,2,4,3,4,5,5,5,5,4,4,4,5,4,5,2,4,4,5,4,5,3,5,4,5,2,3,5,5,1,4,5,4,5,4,4,5,5,4,5,4,5,4,4,5,5,5,5,5,4,4,4,5,4,4,5,3,4,4,5,4,5,4,4,4,4,4,5,5,2,4,4,2,4,5,5,4,4,5,4,5,4,4,4,1,"1,3,4",3,1,2,2,1,3,3,2,1,1,2,3,1,2,3,1,2,3,3,1,2,2,3,1,1,2,3,3,1,2,1,2,3,1,2,3,2,3,1,1,2,3,2,3,1,2,1,3,1,3,2,1,3,2,3,2,1,1,2,3,2,3,1,2,1,3,3,2,1,2,1,3,2,3,1,3,1,2,2,3,1,1,3,2,3,1,2,3,2,1,3,2,1,3,1,2,1,2,3,1,3,2,3,2,1,1,2,3,1,2,3,2,1,3,1,2,3,3,1,2,34,male,1,,See how far i am willing to go to accomplish something i want. How much i am willing to take from others and from myself.,1,Revealed characteristics about myself that i'm not a fan of. Thank you for that.,6697f61b9d2351216eab3c22,
5,5,1,5,3,3,5,2,1,3,3,1,4,1,1,3,5,3,1,1,1,2,1,1,5,4,1,4,4,1,2,1,1,1,3,1,3,1,1,1,1,1,1,5,1,3,1,4,3,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,3,1,4,4,4,4,4,3,3,2,2,5,5,4,4,5,5,5,1,1,1,1,4,3,1,2,4,1,1,4,4,2,2,2,1,2,1,1,3,2,1,1,3,2,1,"1,3,4",1,2,3,3,1,2,3,1,2,1,3,2,3,2,1,2,1,3,1,3,2,3,2,1,2,3,1,3,1,2,1,2,3,1,2,3,2,1,3,1,2,3,3,1,2,1,2,3,1,3,2,1,2,3,1,2,3,3,1,2,2,1,3,1,3,2,1,3,2,2,1,3,1,3,2,3,1,2,2,3,1,1,2,3,1,2,3,1,2,3,1,3,2,2,1,3,1,2,3,3,2,1,2,1,3,1,3,2,1,2,3,1,3,2,1,3,2,1,3,2,35,Male,5,,I was asked about some personality traits and how I will use some tactics to make someone do what I want.,1,None,5f29eff59714081a3594a331,
5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,5,1,5,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,5,1,1,1,1,1,1,5,1,1,"1,3,4",2,1,3,3,1,2,3,1,2,1,3,2,3,1,2,2,3,1,3,1,2,3,2,1,2,3,1,3,1,2,1,2,3,1,2,3,1,2,3,1,3,2,3,1,2,3,1,2,2,3,1,3,1,2,1,3,2,2,1,3,2,3,1,1,3,2,1,3,2,1,2,3,1,3,2,3,1,2,3,2,1,1,2,3,1,3,2,2,3,1,1,3,2,2,1,3,2,1,3,2,3,1,2,1,3,2,3,1,1,2,3,1,2,3,1,3,2,3,1,2,31,female,2,,i was asked to rank tactics i would prefer to use when dealing with people ,1,it is a good study,661f84bf573acf3a4825c023,
4,2,4,4,5,4,3,3,4,2,3,2,1,2,2,1,4,3,3,2,5,2,2,2,4,3,4,2,1,4,2,4,4,2,3,3,3,2,4,2,4,4,2,3,4,2,1,4,2,1,3,2,2,3,1,4,2,2,2,2,1,1,1,1,1,1,1,2,1,4,4,3,1,3,4,2,3,1,4,5,3,4,4,4,5,1,1,1,1,2,5,1,3,4,1,1,3,4,2,1,1,1,1,1,2,2,5,1,1,2,2,1,"1,3,4",2,1,3,3,2,1,2,1,3,1,3,2,2,3,1,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,2,1,3,1,3,2,2,3,1,1,2,3,3,2,1,1,2,3,2,3,1,2,3,1,3,1,2,3,1,2,2,3,1,3,1,2,3,2,1,3,1,2,3,1,2,3,1,2,2,3,1,1,2,3,2,3,1,2,3,1,3,1,2,3,1,2,2,3,1,3,2,1,2,3,1,2,3,1,2,3,1,2,3,1,3,1,2,2,3,1,26,Male,3,,"In this study I first answered questions and rated them on how much I agreed with the given statement about my personality. I then ranked what methods I would use to influence someone in the workplace to do something for me based on how effective it would be, how comfortable it would be for me to employ it, and if I was able to do so (based on the options given). Lastly, I ranked statements about me from most like me to least like me from the options given.",1,I found the study fun to do and would be very interested in the insights you gain from it!,66e7e3a39b3d808763421e1c,
5,3,5,4,5,4,4,2,4,4,3,2,2,3,2,2,4,3,2,2,3,3,4,2,5,2,2,3,1,2,2,4,4,2,4,2,4,2,2,2,5,4,2,5,2,1,1,2,4,1,1,2,2,2,1,3,1,1,1,2,4,4,1,1,1,2,3,1,1,4,4,4,4,4,5,4,4,2,5,5,5,5,5,5,5,2,2,1,1,4,5,1,3,5,1,2,5,5,1,1,1,1,1,1,3,4,4,1,1,4,1,1,"1,3,4",3,1,2,3,1,2,2,3,1,1,2,3,1,3,2,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,2,1,3,2,1,3,1,3,2,1,2,3,2,3,1,1,2,3,3,1,2,1,3,2,3,2,1,3,1,2,2,3,1,2,1,3,1,3,2,1,2,3,3,1,2,3,1,2,1,3,2,2,1,3,1,3,2,1,2,3,3,2,1,3,1,2,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,1,3,2,3,1,2,3,2,1,51,Female ,1,,I had to answer a variety of multiple choice questions in a few sections . I had to answer how I would influence a person and rate tactics in the order I would use them . I also had to rate various statements about how I see myself .,1,,60dcbb9b52603d2081d2ecac,
4,1,4,4,4,4,4,2,4,3,4,4,4,2,4,3,4,4,2,2,4,2,4,2,4,2,4,3,1,2,2,2,4,2,3,2,4,1,2,2,4,2,4,5,2,4,3,5,5,2,3,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,5,5,4,4,4,5,4,4,2,5,5,5,5,5,5,5,1,2,1,2,4,5,2,4,5,1,1,5,5,2,2,2,1,2,1,4,3,4,2,1,4,1,1,"1,3,4",3,1,2,1,3,2,3,2,1,1,3,2,2,3,1,3,1,2,2,3,1,3,2,1,3,2,1,3,1,2,2,3,1,1,3,2,2,3,1,1,2,3,2,3,1,1,2,3,1,3,2,2,3,1,3,1,2,2,1,3,2,3,1,1,2,3,1,3,2,3,1,2,1,3,2,3,2,1,3,2,1,3,2,1,1,2,3,1,3,2,2,3,1,3,1,2,1,3,2,3,1,2,2,1,3,1,3,2,1,3,2,2,3,1,3,1,2,3,2,1,45,Male,3,,"Describe character traits of myself and choose tactics to influence a colleague, particularly in the workplace.",1,This is an excellent interface! Automatically advancing to the next question after selecting (no need to press enter) makes this flow very nicely and quickly.,66b3280af0022b7ade636e98,
4,5,3,4,2,2,5,4,2,5,4,3,2,2,4,2,3,2,2,3,2,4,2,2,4,4,4,4,2,2,2,2,2,3,4,2,4,2,2,3,2,2,2,4,2,2,2,4,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,3,4,2,2,3,2,4,4,5,5,4,4,5,1,2,1,1,3,4,2,2,4,2,2,3,4,2,2,2,2,1,1,1,1,1,1,1,4,3,1,"1,3,4",1,2,3,3,1,2,3,2,1,3,2,1,2,3,1,3,1,2,3,1,2,3,2,1,3,2,1,3,2,1,3,1,2,2,1,3,1,3,2,1,2,3,2,3,1,1,2,3,3,1,2,1,3,2,3,2,1,2,1,3,1,2,3,1,3,2,1,2,3,3,2,1,1,3,2,2,1,3,2,1,3,1,2,3,1,3,2,1,2,3,1,3,2,2,1,3,1,2,3,1,3,2,3,1,2,2,3,1,1,3,2,1,3,2,2,1,3,3,2,1,60,female,2,,"what you would do to get someone to listen to you, and activities put in order of how you felt about yourself and ranked them in order",1,no issues,6604cb993df49eb93cbb2487,
4,5,4,4,4,3,3,3,3,2,4,4,2,4,2,2,4,3,2,3,3,2,3,3,3,4,3,3,2,2,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,4,2,3,3,3,2,2,2,3,2,3,3,2,2,2,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,1,1,1,1,2,4,1,2,4,2,1,1,4,2,2,2,1,1,1,3,3,3,3,1,4,3,1,"1,3,4",3,2,1,3,1,2,2,3,1,3,1,2,2,3,1,1,3,2,3,1,2,3,2,1,3,1,2,3,2,1,2,3,1,1,3,2,2,3,1,2,1,3,2,3,1,1,2,3,2,3,1,1,3,2,2,1,3,3,2,1,3,1,2,2,1,3,1,2,3,3,1,2,2,1,3,2,1,3,2,1,3,3,2,1,2,1,3,1,2,3,2,3,1,2,1,3,2,1,3,3,2,1,2,3,1,1,3,2,2,1,3,3,1,2,3,2,1,3,1,2,33,Male,1,,Had to rank different tactics that I would most likely use in order to get others to do what I want. There were also questions where I would rank some statements based on how relevant they were to me,1,N/a,65b71b5fafb26cbb57709627,
2,4,5,4,4,4,4,4,4,4,3,4,4,2,4,2,2,2,2,4,2,4,2,4,4,4,4,4,2,2,2,3,2,2,4,2,2,2,2,2,2,4,2,3,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,2,2,2,2,4,4,2,4,4,2,2,4,4,2,2,1,2,2,1,2,2,2,2,2,4,2,1,"1,4",2,1,3,3,1,2,2,3,1,1,3,2,2,3,1,2,1,3,3,1,2,3,2,1,3,2,1,3,1,2,2,1,3,2,3,1,1,2,3,1,2,3,1,3,2,1,2,3,2,3,1,1,3,2,2,1,3,2,1,3,1,2,3,1,2,3,1,2,3,2,3,1,1,3,2,2,3,1,1,2,3,1,2,3,1,3,2,2,1,3,2,3,1,3,1,2,3,1,2,3,2,1,3,1,2,2,3,1,1,3,2,1,3,2,2,1,3,1,2,3,53,Male,1,,I was asked to rank specific responses to various situations from most likely to least likely.,1,,665bee4742fc3cf870e918cd,
4,4,5,3,4,2,4,2,3,2,3,2,2,2,2,2,3,2,2,2,2,1,3,4,3,3,2,1,2,3,3,3,2,2,3,2,2,2,2,1,3,2,3,3,3,2,2,1,2,1,3,2,2,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,3,4,4,2,3,1,5,3,3,4,4,4,4,1,1,1,1,1,4,1,1,4,1,1,3,4,1,1,1,1,1,1,2,1,1,1,1,2,2,1,"1,3,4",2,1,3,2,1,3,3,2,1,1,2,3,1,3,2,2,1,3,3,2,1,2,3,1,1,2,3,3,1,2,2,1,3,1,2,3,1,3,2,1,2,3,3,2,1,2,1,3,2,3,1,1,2,3,1,2,3,3,1,2,3,1,2,1,2,3,1,2,3,3,1,2,3,1,2,3,1,2,2,1,3,3,2,1,1,2,3,3,2,1,2,1,3,3,1,2,2,1,3,3,1,2,1,2,3,1,2,3,2,3,1,3,2,1,2,3,1,3,1,2,38,Female,1,,I had to answer questions on how I would get person B to do something in my workplace and how likely I was to do something,1,,6658bd4654c5fa645add5cc0,
4,5,5,4,5,5,4,2,4,3,5,1,2,1,2,1,2,3,5,1,5,2,4,2,2,5,4,4,1,2,4,5,4,4,4,1,4,4,1,3,5,4,4,2,4,5,4,4,2,1,2,2,2,4,1,4,1,3,2,1,1,1,1,1,1,1,1,1,1,3,3,2,4,4,5,4,4,2,4,3,3,3,4,2,4,3,2,1,1,2,4,1,1,4,1,1,2,4,1,1,1,1,1,1,3,2,3,2,1,3,1,1,"1,3,4",3,2,1,1,2,3,2,3,1,2,3,1,1,3,2,3,2,1,1,3,2,3,2,1,3,2,1,3,1,2,3,2,1,1,2,3,2,3,1,1,2,3,2,3,1,1,3,2,3,2,1,1,3,2,3,1,2,3,1,2,3,2,1,3,1,2,2,3,1,2,1,3,2,3,1,3,2,1,2,3,1,3,1,2,3,1,2,1,3,2,3,1,2,1,2,3,2,1,3,3,2,1,2,3,1,1,3,2,2,3,1,3,2,1,3,1,2,2,1,3,40,Female,1,,Asked to respond to a series of questions in different formats about how I might go about influencing others in the workplace and also some personality traits.,1,It was a really interesting study and I enjoyed answering the questions. Quite thought provoking!,6675e405beeb415d60578306,
